link,name,title,describe,time,comments,imgUrls
https://yuba.douyu.com/p/958694261582960720,御坂0号,玩鱼人是真的顺,没人强鱼，再配个雷诺的金铜须直接物理剧毒了。就是六星真的不好搜聚客隆了，上了六本都第7回合才搜到一个聚客隆,14分钟前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291518395639078689399.1440x0.jpg?i=42304926c01585f2823bc5b52838017284']
https://yuba.douyu.com/p/786606541582960564,风格让国人,吹宝，看一眼，新版本最佳上分套路，圣盾龙械，不剃头就看它了！,#新人报到# 衣锦夜行的男粉来啦，我是风格让国人，初来乍到请多多关照！稳定加成型早就是烂分的保障想吃鸡整两个六星圣盾鱼，给贴个毒这套也不怕食尸鬼，固钻后置，龙前置就可以了。tips：可以架一个3星复生圣盾龙打工，很强，极大提高打团稳定性,17分钟前,0,"['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291516021990696925384.1440x0.jpg?i=411257c649cff2eed1f90281d1eb424364', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291516031890624231296.1440x0.jpg?i=41080078b1e8ef473cf3300c4cd0219204', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291516037494155581096.1440x0.jpg?i=393215a72ed1c6d532abca3ff390816564']"
https://yuba.douyu.com/p/981471431582949166,小小小1123,傻子难道就不是底线？脑瘫就是？,"之前大家应该看过微博关于脑瘫不能说的那个图片,类似句式:（我是一个正常人,我希望你能正确对待自己的言论,不要把傻子当做骂人的词汇,这些傻子都很可怜,有的八十岁了还是不懂.....,但他们都很......我不希望别人的缺陷成为侮辱词汇。）这样的话大家是不能也不能说傻子了？关于病名 脑瘫的病名是脑性瘫痪这些微博贴图不都是恶意带节奏？脑瘫 傻子啥的不都一个意思,脑瘫难道戳到了底线？傻子就没有？看了你好久了,直播间应该真的没人去攻击那些病人.大部分都是取笑你两句开玩笑罢了。",18分钟前,3,[]
https://yuba.douyu.com/p/649561151582959910,本主播的喋喋,现在投降剃刘海就行,现在投降剃刘海就行,22分钟前,1,[]
https://yuba.douyu.com/p/723044191582960058,hahahaha879,全部身家压了夜吹上一万,,25分钟前,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291507377411951338765.1440x0.jpg?i=410801612605b12ae245eb9c1219322484']
https://yuba.douyu.com/p/841804111582468375,水水水水水呵呵,我这样有资格喷野炊菜了吗,现在第41名,25分钟前,9,['https://img.douyucdn.cn/data/yuba/default/2020/02/23/202002232232547814079162888.1440x0.jpg?i=41366f7bbde5e207e411a6ece636c87683']
https://yuba.douyu.com/p/361770661582862925,洪家7少,🐻弟萌投一哈,欢迎补充,27分钟前,33,[]
https://yuba.douyu.com/p/843681841582955947,仍然晚睡,关于直播间鱼吧发脑瘫nt脑瘫人ntr是否合适 房管封一封吧,吹宝直播的时候白字也发公屏上了 鱼吧也发帖子.为什么有这么多有妈生没妈养的人一直在发？房管吹宝管一管吧,27分钟前,5,[]
https://yuba.douyu.com/p/779735891582959803,陈二狗大帅比,狗贼嘘嘘羞辱啊吹,竞猜标题都整错了,28分钟前,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/20200229150323571607974456.1440x0.jpg?i=41149b937437ca7feeb3772fd932f26693']
https://yuba.douyu.com/p/188341821582959689,大家觉得很方便回房间,冲冲冲,,32分钟前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291501294129552776338.1440x0.jpg?i=41080066cea7ac96e603ab1e53c5f24004']
https://yuba.douyu.com/p/586251591582959385,陈E发,野炊是成为炉石一哥了吗？,房间贵族数是狗贼的好几倍,32分钟前,4,[]
https://yuba.douyu.com/p/929830981582959356,繁花落尽独留空城,何涛涛教的一星伊瑟拉猛摇喷火龙差点第二👍,,37分钟前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291455558335777936940.1440x0.jpg?i=410308c385c492e347daa1ac5245544793']
https://yuba.douyu.com/p/119449901582958983,即将追到风筝的人,有些弹幕纯粹在调戏傻子,有些地方明明可以更优解哈哈哈 主播脑子再不好被弹幕一哄骗直接gg 有时候还是希望🐷播有点判断呀,43分钟前,0,[]
https://yuba.douyu.com/p/797340821582958622,亮80868,新人,新加入的。想问一下各位大佬，NTR是什么梗啊（比如出处）[鲨鱼爱你],49分钟前,0,[]
https://yuba.douyu.com/p/377633061582941806,4635373457,一上线就是爱你的数字,吹宝👩👩爱你 @衣锦夜行,55分钟前,4,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291003261221873342979.1440x0.jpg?i=41360d934dd8d3466289d7af0510967683']
https://yuba.douyu.com/p/168758571582958255,衣锦夜行,最后一天！生死存亡不保留了！ 2020-02-29 直播录像,分享视频,56分钟前,0,[]
https://yuba.douyu.com/p/860626171582957876,胡阿茶,被误会禁了,wumm能不能帮我解禁，挺莫名奇妙的,1小时前,0,[]
https://yuba.douyu.com/p/573029461582957870,千千阙歌1265,分享一个圣盾流阵容,,1小时前,0,"['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291431102378823324666.jpg?i=3800940f7fec95f60b40f6d7a6a4d23723', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291431101991265462017.jpg?i=380044229da59bb1c439aa0f8b66574003']"
https://yuba.douyu.com/p/846365031582957633,叶子洁吖,这两天进了龙窝了 全是56星龙🙈,,1小时前,0,"['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291427061544588605724.1440x0.jpg?i=413663e5497897cd27ed6489b301597683', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291427062061616195988.1440x0.jpg?i=4136679ef5c364b360feb320f211cc7683', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291427063036611869565.1440x0.jpg?i=41366dec64576e1183082bda72bb5c7683']"
https://yuba.douyu.com/p/900814401582956060,爱吃鱼的雄,1/3预告帖,主播怎么光头了,1小时前,0,[]
https://yuba.douyu.com/p/977197981582955669,ShiinaYuya,看夜吹打的菜生气和开心的观众,生气的观众心态大概是即望子成龙又恨铁不成钢，是妈粉开心的观众大概是吹宝怎么玩都没事吹宝开心就好吹宝好菜我好开心，是亲爹,1小时前,0,[]
https://yuba.douyu.com/p/240138251582955174,一颗红心可昭日月,阿吹！你就剃成这样吧！,你把头发剃成这样，既帅，光头的要求也达到了。大家肯定又恼火又无法反驳你@衣锦夜行,1小时前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291346141249181348671.jpg?i=3637955b0716fb51c0afae86df17dc8373']
https://yuba.douyu.com/p/132164811582954255,韩一抽奖必中,死人出列！,今晚这个秃头看定了,2小时前,0,[]
https://yuba.douyu.com/p/841147951582953848,摸摸你的小脸吗,大家不要慌。,按照大数据来说。夜吹上一千分，概率太低太低，因为越玩越糊涂，运气越玩越差。相信我。夜吹开始直播几万人气的时候我就开始看了。,2小时前,0,[]
https://yuba.douyu.com/p/903217411582347642,肚兜蝈蝈,夜吹整活儿纪录片！半日千分教学！,b站：AV89979250,2小时前,2,[]
https://yuba.douyu.com/p/991467171582953084,江水之悠悠,天上千分(方丈),低分局炸鱼的阿丈,2小时前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291311246598449894136.1440x0.jpg?i=41920e9bea0ea3dc5ada40b71738a10804']
https://yuba.douyu.com/p/965801731582952461,嘘嘘我就想中次奖,秃头夜吹预览,,2小时前,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291301015158613117374.jpg?i=3354fc70ef88a434fac510667eb72b2933']
https://yuba.douyu.com/p/916475601582906341,111113色,来了来了不定时更新这就是我心中的夜吹,,2小时前,7,"['https://img.douyucdn.cn/data/yuba/weibo/2020/02/29/202002290011496408036159016.jpg?i=3560534d828d0a54cca713c817ff197363', 'https://img.douyucdn.cn/data/yuba/weibo/2020/02/29/202002290011519346717701927.jpg?i=35609eb60f47728f8f3a56e88f59d27363', 'https://img.douyucdn.cn/data/yuba/weibo/2020/02/29/202002290011551043696581393.jpg?i=3560060a8e45ecaac382a976295da07363']"
https://yuba.douyu.com/p/127050181582952187,我是无所适从,就想问还有谁,,2小时前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291256266012702692481.1440x0.jpg?i=4200003becfa957eb738e1ea75acd15004']
https://yuba.douyu.com/p/462467551582951866,铸剑丶,😄,,2小时前,0,['https://img.douyucdn.cn/data/yuba/weibo/2020/02/29/202002291251063919491811935.jpg?i=344022e43ae9564d6fe09c70e1bf424123']
https://yuba.douyu.com/p/993159111582944531,Player王,吹宝你能不能别一口一个你们你们的,教你怎么打的和骂你的不一定是一帮人整的我跟那帮憨憨是一群人是的,3小时前,2,[]
https://yuba.douyu.com/p/555856001582948930,哦amazing,新版本第一次整活成功。,,3小时前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291202102194051547877.1440x0.jpg?i=4224086b309e00ceb88eb36eb6f8810804']
https://yuba.douyu.com/p/909106711582946652,鸣深时见鹿,想看光头的进来看！,今天最后一天了！就问兄弟们一句：狙击手就位了嘛！！！,3小时前,2,[]
https://yuba.douyu.com/p/424339741582948058,洋务有用,【最强BALLTE录像--光头夜吹】,来来来来来[丑][拉轰]https://www.bilibili.com/video/av92198878,3小时前,0,['https://img.douyucdn.cn/data/yuba/weibo/2020/02/29/202002291146049236960197116.1440x0.png?i=3938ecd471e773a026042a09a200d05223']
https://yuba.douyu.com/p/646764941582947849,星芒下璀璨天真,好气啊。 差个圣盾,7碰不见倶克隆真的气[鲨鱼大怒],3小时前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291144085376323121339.1440x0.jpg?i=42436a81ef285ed9493c39c897d8a11254']
https://yuba.douyu.com/p/422274981582916941,大熊的脑壳,还带强制玩鱼的？,我吐了,3小时前,8,"['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290309007682244842560.1440x0.jpg?i=417928e057125c149149bdf896fc2a8283', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290309014467975147249.1440x0.jpg?i=417921592a580b6bcd924f0f5b40458283']"
https://yuba.douyu.com/p/284620821582947412,益达154,到了十二点以后会发生什么？？,夜吹露出神秘的笑容，熟练地将假发一扔，向他的爸爸们微微一笑，说道：我变秃了，也变强了，1小时直接上1000分然后将假发戴上第二天继续下饭,3小时前,0,[]
https://yuba.douyu.com/p/877467821582945830,萌新也想吃鸡,看到了没有头发的，衣锦夜行，哈哈,,3小时前,1,"['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291110297173211906264.1440x0.jpg?i=410807b21d418912fd406c9ef056623404', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291110287445067068911.jpg?i=380087dbd073f910c536a73793239b7493']"
https://yuba.douyu.com/p/755075881582520688,kimi_yf,夜吹直播说的最多的话是,投一投，看一看,3小时前,34,[]
https://yuba.douyu.com/p/408854851582377593,快点去跑步好不啦,衣锦夜行实际身高到底是多少？,我傻了,3小时前,5,['https://img.douyucdn.cn/data/yuba/default/2020/02/22/20200222211953923695774225.1440x0.jpg?i=3960ae91a17b3f80f72f55164ce2312804']
https://yuba.douyu.com/p/622239681582905029,那年夏天zZZZz,这3条鱼没有一条是从酒馆拿的，能猜到怎么来的吗,,4小时前,2,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002282350293305418771111.1440x0.jpg?i=4102404e5e64802d0f331a0c224c377683']
https://yuba.douyu.com/p/900700871582897813,5245334,我才知道新版本那个555小偷龙，金色的偷到的牌也是金色的,我在想是不是4本真的可以整活了，直接瞄准这个55小偷猛偷金色的牌，偷金色关键牌进行转型，不过难度比较大，要拿3个55理财合金的,4小时前,12,[]
https://yuba.douyu.com/p/892097911582946554,飞儿的传说粉,夜吹，你嘛时候成炉石一哥啊？就在今天，就在今天！,我感觉夜吹真是斗鱼沈腾，段子一个接着一个，整活一个接着一个，从弑君贼到磕头德到现在，处处充满了乐趣，真是长在了我笑点上的主播。,4小时前,0,[]
https://yuba.douyu.com/p/690630781582929139,邪无念i,第一次这么欧,这盘除了没有何鑫龙以外感觉完美了,4小时前,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290632193673654858259.1440x0.jpg?i=42248bdc3250a08fc80c4d912471e10804']
https://yuba.douyu.com/p/577257061582936280,大木朩林太,上当了！理发店开业了吗？！,夜吹这个机灵鬼！,4小时前,3,[]
https://yuba.douyu.com/p/502298441582946346,有种痴情,五本前我唯唯诺诺，五本后我重拳出击,,4小时前,0,"['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291119064476685415533.1440x0.jpg?i=41920b99e825051135d34f647cceb10804', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291119064942798638269.1440x0.jpg?i=419201aa9f77790d07cc9952682b210804', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291119064811485632550.1440x0.jpg?i=4192060238f7230deb9c5599a8ea810804']"
https://yuba.douyu.com/p/571558061581932769,uncler9,#水友心声#明眼人都看得出来，夜吹在控制上一万的节奏,很多人其实看出来了，以夜吹的智商和水平，上一万其实也就是分分钟的事，如果上的太容易，这个月直播的悬念就没了，所以有几把明显放水了,4小时前,31,[]
https://yuba.douyu.com/p/241613011582946232,草纸餐巾纸,哈哈,,4小时前,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002291117117263198243504.jpg?i=3800fe5832a3e9cdb3945f6ae3429a7493']
https://yuba.douyu.com/p/920421121582373501,Lost丶Happiness,这是谁家老婆的表情包？,[鲨鱼打扰了][鲨鱼打扰了],4小时前,33,"['https://img.douyucdn.cn/data/yuba/default/2020/02/22/202002222011411056768404609.jpg?i=3747b6eac6d1070292780857f82f1a5303', 'https://img.douyucdn.cn/data/yuba/default/2020/02/22/20200222201141730276205563.jpg?i=37142904f72c26e4a89533f5ce65355183', 'https://img.douyucdn.cn/data/yuba/default/2020/02/22/20200222201141355701998165.jpg?i=369577c34d28d34a96c0d207a76e105283']"
https://yuba.douyu.com/p/649772011581733820,衣锦夜行,鉴于太多同学要求我上个一万看看  那好吧  月底前上一万  上了你们酌情办张卡  上不去剃,鉴于太多同学要求我上个一万看看  那好吧  月底前上一万  上了你们酌情办张卡  上不去剃光头！,4小时前,224,[]
https://yuba.douyu.com/p/412256651582945563,好想瘦,主播的头像是不是也该换了？,哪位大神可以把主播的头像上的头发先给整活下，我感觉是保不住了。,4小时前,0,[]
https://yuba.douyu.com/p/960707561582936292,路路路路路卡,红龙好强！！,两连🐔,10:32,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/2020022908313216813155153.1440x0.jpg?i=42208571cc81849baffb529c0bd6612424']
https://yuba.douyu.com/p/922576681582942583,无敌的望穿秋水,新人来报到啦，各位大佬多多关照！,#新人报到# 衣锦夜行的男粉来啦，我是无敌的望穿秋水，初来乍到请多多关照！,10:16,0,[]
https://yuba.douyu.com/p/494267411582940540,whatyou,尊敬的客户，你的头发租期还有一天到期，请续费,不然我们会收回你的头发，👨🏻‍🦲处理。,09:42,0,[]
https://yuba.douyu.com/p/811102571582938297,冷傲的旱魃,教主开播就看到这条弹幕，有一说一，太过分了。我还是相信我吹神的w,,09:04,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290904571213335951840.1440x0.jpg?i=410800c736286e3590854888686a715054']
https://yuba.douyu.com/p/684357031582927710,初晨73741,新人来报到啦，各位大佬多多关照！,#新人报到# 衣锦夜行的粉丝来啦，我是初晨73741，初来乍到请多多关照！今天的弗丁，团战没打好被野兽一波入死，经供参考,06:14,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290608299941556312261.1440x0.jpg?i=42340c804c1e05cecf02117655c5810804']
https://yuba.douyu.com/p/990063381582866805,klhhjklj,萌新求问这是几级？,,04:33,1,['https://img.douyucdn.cn/data/yuba/weibo/2020/02/28/20200228131318732268346748.1440x0.jpg?i=420483aeaeba46e97c9621d9eafd715364']
https://yuba.douyu.com/p/307297711582919235,桦6458025,就一天了 紧张激动,吹宝 建议你 早上七点开播 播到晚上23：59或者今天直接鸽了吧[鲨鱼打扰了][鲨鱼搞起]加油,03:47,0,[]
https://yuba.douyu.com/p/652138681582916897,大熊的脑壳,真就满血恰🐔,爽了[弱鸡草帽],03:08,0,"['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290308154988826938598.1440x0.jpg?i=41792f00c80879346828204f739c598283', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/20200229030816972697043464.1440x0.jpg?i=41792f2d81647d975fdc0dd9fbeb0b8283', 'https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290308166636851602234.1440x0.jpg?i=4179218525c7ee801c78817c4d71b08283']"
https://yuba.douyu.com/p/427290691582910370,琳宝宝爱食零食,新人来报到啦，各位大佬多多关照！,没看之前的直播 为啥野炊要剃头,02:27,1,[]
https://yuba.douyu.com/p/974363091582903715,Vlock,不死吃了！,看了这么久直播就学了一句，不死吃了！呜呜呜，不死也吃不了完全体的鱼人高血量和小植物人还是厉害啊,02:20,2,['https://img.douyucdn.cn/data/yuba/weibo/2020/02/28/202002282327165823022617320.1440x0.png?i=412592f9b17e58eb91e6fe449b81587373']
https://yuba.douyu.com/p/195062181582912172,未有鬼泣啊,这么多人关注,,01:49,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290149316346125367334.1440x0.jpg?i=410802d8b00a9b5c32f45c70ef37423404']
https://yuba.douyu.com/p/666576071582907208,洛希Lorsch,我找到版本的答案了,喷子流强无敌，两个天湖野兽被我活活喷死，对面金瑞文金狼爹，喷子上来把狂战斧，熊妈喷死，然后仅仅一个回合，对面狼爹大蛇瑞文老鼠全死，只剩下一地小老鼠,00:26,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/29/202002290026479637148403736.1440x0.jpg?i=39961a82ebda79cc122837e52e2da45443']
https://yuba.douyu.com/p/427079051582891634,出生于1998的阿效,明天投降剃一半吧,大家也别为难夜吹了 剃一半以后就可以正大光明地叫yyr了,昨天23:53,1,[]
https://yuba.douyu.com/p/383555251582893453,姿势不当的对手,新人求问最近直播间放的一首粤语歌,就是那个很嗨的，听着像nt的歌，是啥名字呀，求大佬指教[鲨鱼爱你],昨天23:40,3,[]
https://yuba.douyu.com/p/439382521582900687,金牌异条狗,新人来报到啦，各位大佬多多关照！,#新人报到# 衣锦夜行的女粉来啦，我是金牌异条狗，初来乍到请多多关照！,昨天23:26,1,[]
https://yuba.douyu.com/p/707098131582903494,妻妾成群牛捉羊,吹宝之《对王之王》,吹宝嘤嘤嘤https://b23.tv/av92198878,昨天23:24,0,[]
https://yuba.douyu.com/p/297420881582886885,苏苏苏苏苏苏元霸,三金喷,,昨天23:10,5,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002281848047615556404173.1440x0.jpg?i=419202de99d208382e6f5ba479c5d10804']
https://yuba.douyu.com/p/692234751582900564,布兰恩肾虚,夜吹真nb，每天看直播学习他的技术我轻松打到了1w分,,昨天22:41,2,"['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002282236038308202715099.1440x0.jpg?i=419204f7f1042f56cbcc508a4304210804', 'https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002282236039461689043140.1440x0.jpg?i=41920b6679f31f88c907402c6549010804']"
https://yuba.douyu.com/p/422043101582899986,神祇or神奇,红龙nb,,昨天22:26,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002282226256377588276551.1440x0.jpg?i=41440d5846bbe78dea5bc1cc31bf8f7083']
https://yuba.douyu.com/p/515909061582899548,fujin0726,夜吹要的何鑫,,昨天22:21,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002282219082725169979161.1440x0.jpg?i=422480e32162d6a4008b82d77666610804']
https://yuba.douyu.com/p/571762611582899369,pig是狗不是猪,啊吹，弗丁还是T1，看看我找到的答案,,昨天22:16,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002282216095173611025423.jpg?i=36577a3228eabc118441e1c7fab85d3253']
https://yuba.douyu.com/p/579883231582898655,秋风落叶我扫,还是整活才是新版本的答案,,昨天22:04,0,['https://img.douyucdn.cn/data/yuba/weibo/2020/02/28/202002282202341005672247654.1440x0.png?i=410699fc4a559224cad41c758fb5746793']
https://yuba.douyu.com/p/421567831582897146,坠落的齐柏林,秃头人，集合,如题 今天直播后面心态明显炸了 强行刷老鼠 强行卡德加 强行打炮 个人建议 主播还是不要直播了 休息两天调整下 3月1日 理个秃头 从头开始,昨天21:42,1,[]
https://yuba.douyu.com/p/752108511582897211,烟盒里的云彩,求夜吹直播的歌单，有不醉不会的那个,求夜吹直播歌单,昨天21:40,0,[]
https://yuba.douyu.com/p/661552821582897123,猫在岸上游970,吹吹,版本答案拿走不谢,昨天21:38,0,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/2020022821384393356486650.1440x0.jpg?i=421603b094378f68d5b52b2f7b24a10804']
https://yuba.douyu.com/p/395055521582896584,罪课,红龙胡了真是无敌，每次入对面20+，一局游戏抬走6个人,,昨天21:37,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002282129436993929281001.1440x0.jpg?i=419376760702f0b3a1ea95b96ef7610734']
https://yuba.douyu.com/p/319814691582892813,话费新东方vv,有无大佬知道夜吹歌单的 求一哈,rt,昨天21:30,2,[]
https://yuba.douyu.com/p/980099041582883807,早起的ZaoZao被鱼吃,好弱啊,,昨天21:10,4,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002281756466688451702605.1440x0.jpg?i=42248c92be3121d3a381c4984891310804']
https://yuba.douyu.com/p/658654351582888858,即将拥有pdd的小马,六对没出巨壳龙,我吐了[鲨鱼毒奶],昨天21:00,1,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002281920583003111834201.1440x0.jpg?i=42340d85a40060a86a0b81084018410804']
https://yuba.douyu.com/p/373715721582885268,yycming,问,我就好奇 打游戏是自己的事 为什么非得看弹幕打?自己没点主见 然后别人喷你菜你就爱听?,昨天20:58,3,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002281821087237972953591.jpg?i=34881f45ed661b05d99b4dbce7dfc83373']
https://yuba.douyu.com/p/187880571582866444,l非洲难民l,兄弟们，衣宝的网易云歌单是那个？求好心人贴出来好嘛？,如图,昨天20:54,3,[]
https://yuba.douyu.com/p/910735341582863908,战圣之泪,太帅了,,昨天20:53,6,['https://img.douyucdn.cn/data/yuba/default/2020/02/28/202002281225084434180391021.1440x0.jpg?i=381027f5a06f3a7617866404e923e10804']
